key,model,group,doors,from_year,to_year,type,weight
land-rover-range-rover-2005/1267,Land Rover,Range Rover Suv,5,2005,2006,suv/crossover,2510
land-rover-range-rover-2009/1268,Land Rover,Range Rover Suv,5,2009,2010,suv/crossover,2644
land-rover-range-rover-2013/2995,Land Rover,Range Rover Suv,5,2013,present,suv/crossover,2245
land-rover-range-rover-2017/4234,Land Rover,Range Rover Suv,5,2017,may 2018,suv/crossover,2249
land-rover-range-rover-evoque-2011/1270,Land Rover,Range Rover Evoque Suv,5,2011,2013,suv/crossover,1642.5
land-rover-range-rover-evoque-2013/3187,Land Rover,Range Rover Evoque Suv,5,2013,2015,suv/crossover,1590
land-rover-range-rover-evoque-2019/4235,Land Rover,Range Rover Evoque Suv,5,2019,available,suv/crossover,1923
land-rover-range-rover-evoque-convertible-2016/3449,Land Rover,Range Rover Evoque Convertible Convertible,2,2016,present,cabriolet,1967
land-rover-range-rover-evoque-coupe-2011/1269,Land Rover,Range Rover Evoque Coupe Suv,3,2011,2013,suv/crossover,1612.5
land-rover-range-rover-evoque-coupe-2013/3186,Land Rover,Range Rover Evoque Coupe Suv,3,2013,2015,suv/crossover,1567.5
land-rover-range-rover-sport-2005/1271,Land Rover,Range Rover Sport Suv,5,2005,2007,suv/crossover,2480
land-rover-range-rover-sport-2009/1272,Land Rover,Range Rover Sport Suv,5,2009,2010,suv/crossover,2535
land-rover-range-rover-sport-2009/1272,Land Rover,Range Rover Sport Suv,5,2009,2011,suv/crossover,2656
land-rover-range-rover-sport-2013/3188,Land Rover,Range Rover Sport Suv,5,2013,present,suv/crossover,2212.5
land-rover-range-rover-sport-2017/4236,Land Rover,Range Rover Sport Suv,5,2017,may 2018,suv/crossover,2134
land-rover-range-rover-velar-2017/4237,Land Rover,Range Rover Velar Suv,5,2017,available,suv/crossover,1835
landwind-cv9-2010/1273,Landwind,CV9 Mpv,5,2010,present,mpv,1260
landwind-landwind-2005/3023,Galloper,Suv,5,2005,2008,suv/crossover,1776.6666666666667
landwind-landwind-2005/3023,Landwind,Suv,5,2005,2008,suv/crossover,1776.6666666666667
lexus-ct-2011/1274,Lexus,CT Hatchback,5,2011,2014,hatchback,1365
lexus-ct-2014/3189,Lexus,CT Hatchback,5,2014,present,hatchback,1365
lexus-ct-2018/4238,Lexus,CT Hatchback,5,2018,available,hatchback,1365
lexus-es-2018/4239,Lexus,ES Sedan,4,2018,available,sedan,1655
lexus-gs-1993/1275,Lexus,GS Sedan,4,1993,1997,sedan,1675
lexus-gs-1997/1276,Lexus,GS Sedan,4,1997,2000,sedan,1730
lexus-gs-1997/1276,Lexus,GS Sedan,4,1999,2000,sedan,1730
lexus-gs-2000/1277,Lexus,GS Sedan,4,2000,2005,sedan,1640
lexus-gs-2005/1278,Lexus,GS Sedan,4,2005,2007,sedan,1595
lexus-gs-2007/1279,Lexus,GS Sedan,4,2007,2010,sedan,1595
lexus-gs-2007/1279,Lexus,GS Sedan,4,2007,2012,sedan,1840
lexus-gs-2012/1280,Lexus,GS Sedan,4,2012,2016,sedan,1800
lexus-gs-2016/3450,Lexus,GS Sedan,4,2016,present,sedan,1705
lexus-is-1999/1281,Lexus,IS Sedan,4,1999,2005,sedan,1357.5
lexus-is-2005/1282,Lexus,IS Sedan,4,2005,2009,sedan,1577.5
lexus-is-2009/1283,Lexus,IS Sedan,4,2009,2010,sedan,1550
lexus-is-2013/3190,Lexus,IS Sedan,4,2013,present,sedan,1595
lexus-is-2017/3621,Lexus,IS Sedan,4,2017,available,sedan,1595
lexus-is-c-2009/1285,Lexus,IS C Convertible,2,2009,2013,cabriolet,1705
lexus-is-sportcross-2001/1284,Lexus,IS SportCross Sedan,4,2001,2005,sedan,1515
lexus-lc-2017/4240,Lexus,LC Coupe,2,2017,available,coupe,1935
lexus-ls-1990/1286,Lexus,LS Sedan,4,1990,1995,sedan,1796
lexus-ls-1995/1287,Lexus,LS Sedan,4,1995,1997,sedan,1670
lexus-ls-1997/1288,Lexus,LS Sedan,4,1997,2000,sedan,1755
lexus-ls-2000/1289,Lexus,LS Sedan,4,2000,2003,sedan,1830
lexus-ls-2003/1290,Lexus,LS Sedan,4,2003,2006,sedan,1815
lexus-ls-2006/1291,Lexus,LS Sedan,4,2006,2010,sedan,1945
lexus-ls-2010/1292,Lexus,LS Sedan,4,2010,2013,sedan,2320
lexus-ls-2013/2996,Lexus,LS Sedan,4,2013,present,sedan,2225
lexus-ls-2018/4241,Lexus,LS Sedan,4,2018,available,sedan,2222.5
lexus-nx-2014/3333,Lexus,NX Suv,5,2014,present,suv/crossover,1595
lexus-nx-2017/4242,Lexus,NX Suv,5,2017,available,suv/crossover,1760
lexus-rc-2015/3451,Lexus,RC Coupe,2,2015,present,coupé,1740
lexus-rc-2018/4243,Lexus,RC Coupe,2,2018,available,coupe,1710
lexus-rx-2000/1293,Lexus,RX Suv,5,2000,2003,suv/crossover,1765
lexus-rx-2003/1294,Lexus,RX Suv,5,2003,2006,suv/crossover,1835
lexus-rx-2009/1295,Lexus,RX Suv,5,2009,2012,suv/crossover,2085
lexus-rx-2012/1296,Lexus,RX Suv,5,2012,2015,suv/crossover,2085
lexus-rx-2015/3452,Lexus,RX Suv,5,2015,present,suv/crossover,2085
lexus-sc-2001/1297,Lexus,SC Convertible,2,2001,2010,cabriolet,1740
lexus-sc-2001/1297,Lexus,SC Convertible,2,2010,2010,cabriolet,1740
lexus-ux-2019/4244,Lexus,UX Suv,5,2019,available,suv/crossover,1515
lincoln-continental-1995/3076,Lincoln,Continental Sedan,4,1995,1998,sedan,1760
lincoln-continental-signature-series-1988/3077,Lincoln,Continental Signature Series Sedan,4,1988,1995,sedan,1645
lincoln-mark-viii-1993/3078,Lincoln,Mark VIII Coupe,2,1993,1996,coupé,1695
lincoln-navigator-1998/3079,Lincoln,Navigator Suv,5,2001,2003,suv/crossover,2595
lincoln-town-car-1994/3080,Lincoln,Town Car Sedan,4,1994,1996,sedan,1825
lotus-elise-1997/1298,Lotus,Elise Convertible,2,1997,2001,cabriolet,699
lotus-elise-1997/1298,Lotus,Elise Convertible,2,1999,2000,cabriolet,714
lotus-elise-2001/1299,Lotus,Elise Convertible,2,2001,2003,cabriolet,710
lotus-elise-2001/1299,Lotus,Elise Convertible,2,2001,2004,cabriolet,710
lotus-elise-2010/1300,Lotus,Elise Convertible,2,2010,2011,cabriolet,860
lotus-elise-2010/1300,Lotus,Elise Convertible,2,2010,present,cabriolet,876
lotus-esprit-1997/1301,Lotus,Esprit Coupe,2,1997,2000,coupé,1300
lotus-esprit-1997/1301,Lotus,Esprit Coupe,2,1997,2002,coupé,1340
lotus-europa-2006/1302,Lotus,Europa Coupe,2,2006,2011,coupé,995
lotus-evora-2009/1303,Lotus,Evora Coupe,2,2009,present,coupé,1382
lotus-exige-2000/1304,Lotus,Exige Coupe,2,2000,2003,coupé,780
lotus-exige-2004/1305,Lotus,Exige Coupe,2,2004,2008,coupé,875
lotus-exige-2004/1305,Lotus,Exige Coupe,2,2011,2013,coupé,935
lotus-exige-2013/3191,Lotus,Exige Coupe,2,2013,present,coupé,1176
marcos-lm-500-1994/3082,Marcos,LM 500 Coupe,2,1994,1998,coupé,1117
marcos-mantara-1994/3084,Marcos,Mantara Coupe,2,1994,1998,coupé,1075
marcos-mantara-1994/3085,Marcos,Mantara Convertible,2,1994,1998,cabriolet,1075
maserati-3200-gt-1998/3453,Maserati,3200 GT Coupe,2,1998,2002,coupé,1590
maserati-3200-gt-1998/3453,Maserati,3200 GT Coupe,2,1999,2002,coupé,1620
maserati-coupe-2002/3454,Audi,Coupe Coupe,2,2002,2007,coupé,1580
maserati-coupe-2002/3454,Audi,Coupe Coupe,2,2003,2007,coupé,1570
maserati-coupe-2002/3454,Audi,Coupe Coupe,2,2004,2007,coupé,1580
maserati-coupe-2002/3454,Fiat,Coupe Coupe,2,2002,2007,coupé,1580
maserati-coupe-2002/3454,Fiat,Coupe Coupe,2,2003,2007,coupé,1570
maserati-coupe-2002/3454,Fiat,Coupe Coupe,2,2004,2007,coupé,1580
maserati-coupe-2002/3454,Hyundai,Coupe Coupe,2,2002,2007,coupé,1580
maserati-coupe-2002/3454,Hyundai,Coupe Coupe,2,2003,2007,coupé,1570
maserati-coupe-2002/3454,Hyundai,Coupe Coupe,2,2004,2007,coupé,1580
maserati-coupe-2002/3454,Maserati,Coupe Coupe,2,2002,2007,coupé,1580
maserati-coupe-2002/3454,Maserati,Coupe Coupe,2,2003,2007,coupé,1570
maserati-coupe-2002/3454,Maserati,Coupe Coupe,2,2004,2007,coupé,1580
maserati-coupe-2002/3454,Mini,Coupe Coupe,2,2002,2007,coupé,1580
maserati-coupe-2002/3454,Mini,Coupe Coupe,2,2003,2007,coupé,1570
maserati-coupe-2002/3454,Mini,Coupe Coupe,2,2004,2007,coupé,1580
maserati-ghibli-1994/3193,Maserati,Ghibli Coupe,2,1994,1999,coupé,1400
maserati-ghibli-2013/3192,Maserati,Ghibli Sedan,4,2013,present,sedan,1830
maserati-ghibli-2017/4245,Maserati,Ghibli Sedan,4,2017,available,sedan,1822.5
maserati-grancabrio-2010/1306,Maserati,GranCabrio Convertible,2,2010,present,cabriolet,1887
maserati-grancabrio-2010/1306,Maserati,GranCabrio Convertible,2,2011,present,cabriolet,1870
maserati-grancabrio-2018/4246,Maserati,GranCabrio Convertible,2,2018,available,cabriolet,1876.5
maserati-granturismo-2007/1307,Maserati,GranTurismo Coupe,2,2007,present,coupé,1780
maserati-granturismo-2007/1307,Maserati,GranTurismo Coupe,2,2011,present,coupé,1670
maserati-granturismo-2018/4247,Maserati,GranTurismo Coupe,2,2018,available,coupe,1776.5
maserati-levante-2016/3622,Maserati,Levante Suv,5,2016,available,suv/crossover,2157
maserati-quattroporte-1995/1308,Maserati,Quattroporte Sedan,4,1995,1998,sedan,1543
maserati-quattroporte-1995/1308,Maserati,Quattroporte Sedan,4,1998,2001,sedan,1543
maserati-quattroporte-2004/1309,Maserati,Quattroporte Sedan,4,2004,2008,sedan,1870
maserati-quattroporte-2008/1310,Maserati,Quattroporte Sedan,4,2008,2013,sedan,1880
maserati-quattroporte-2013/3194,Maserati,Quattroporte Sedan,4,2013,present,sedan,1910
maserati-quattroporte-2016/3623,Maserati,Quattroporte Sedan,4,2016,available,sedan,1872.5
maserati-quattroporte-2017/4248,Maserati,Quattroporte Sedan,4,2017,available,sedan,1815
maserati-quattroporte-2017/4248,Maserati,Quattroporte Sedan,4,2017,july 2018,sedan,1760
maserati-spyder-2001/3455,Maserati,Spyder Convertible,2,2001,2006,cabriolet,1630
maserati-spyder-2001/3455,Maserati,Spyder Convertible,2,2006,2006,cabriolet,1620
maybach-57-2002/1311,Maybach,57 Sedan,4,2002,2012,sedan,2635
maybach-57-2002/1311,Maybach,57 Sedan,4,2006,2012,sedan,2635
maybach-62-2002/1312,Maybach,62 Sedan,4,2002,2012,sedan,2755
maybach-62-2002/1312,Maybach,62 Sedan,4,2009,2012,sedan,2755
mazda-121-1979/1319,Mazda,121 Coupe,2,1979,1981,coupé,1105
mazda-121-1988/1313,Mazda,121 Hatchback,3,1988,1991,hatchback,725
mazda-121-1991/1318,Mazda,121 Sedan,4,1991,1996,sedan,810
mazda-121-1996/1314,Mazda,121 Hatchback,3,1996,2000,hatchback,925
mazda-121-1996/1316,Mazda,121 Hatchback,5,1996,2000,hatchback,947.5
mazda-121-2000/1315,Mazda,121 Hatchback,3,2000,2001,hatchback,930
mazda-121-2000/1317,Mazda,121 Hatchback,5,2000,2001,hatchback,945
mazda-2-2003/1324,Mazda,2 Mpv,5,2003,2006,mpv,1065
mazda-2-2006/1325,Mazda,2 Mpv,5,2006,2008,mpv,1025
mazda-2-2007/1322,Mazda,2 Hatchback,5,2007,2008,hatchback,932.5
mazda-2-2008/1320,Mazda,2 Hatchback,3,2008,2008,hatchback,935
mazda-2-2008/1320,Mazda,2 Hatchback,3,2008,2010,hatchback,935
mazda-2-2010/1321,Mazda,2 Hatchback,3,2010,2012,hatchback,925
mazda-2-2010/1321,Mazda,2 Hatchback,3,2010,2013,hatchback,925
mazda-2-2010/1323,Mazda,2 Hatchback,5,2010,2015,hatchback,955
mazda-2-2015/3334,Mazda,2 Hatchback,5,2015,present,hatchback,1015
mazda-3-2006/1326,DS,3 Hatchback,5,2006,2008,hatchback,1201.6666666666667
mazda-3-2006/1326,Mazda,3 Hatchback,5,2006,2008,hatchback,1201.6666666666667
mazda-3-2009/1327,DS,3 Hatchback,5,2009,2010,hatchback,1235
mazda-3-2009/1327,DS,3 Hatchback,5,2009,2011,hatchback,1155
mazda-3-2009/1327,Mazda,3 Hatchback,5,2009,2010,hatchback,1235
mazda-3-2009/1327,Mazda,3 Hatchback,5,2009,2011,hatchback,1155
mazda-3-2011/1328,DS,3 Hatchback,5,2011,2012,hatchback,1230
mazda-3-2011/1328,DS,3 Hatchback,5,2011,2013,hatchback,1230
mazda-3-2011/1328,Mazda,3 Hatchback,5,2011,2012,hatchback,1230
mazda-3-2011/1328,Mazda,3 Hatchback,5,2011,2013,hatchback,1230
mazda-3-2013/3195,DS,3 Hatchback,5,2013,2016,hatchback,1305
mazda-3-2013/3195,DS,3 Hatchback,5,2013,present,hatchback,1300
mazda-3-2013/3195,Mazda,3 Hatchback,5,2013,2016,hatchback,1305
mazda-3-2013/3195,Mazda,3 Hatchback,5,2013,present,hatchback,1300
mazda-3-2016/3852,DS,3 Hatchback,5,2016,available,hatchback,1185
mazda-3-2016/3852,Mazda,3 Hatchback,5,2016,available,hatchback,1185
mazda-3-2019/4249,DS,3 Hatchback,5,2019,available,hatchback,1272.6666666666667
mazda-3-2019/4249,Mazda,3 Hatchback,5,2019,available,hatchback,1272.6666666666667
mazda-3-sedan-2003/1330,Mazda,3 Sedan Sedan,4,2003,2006,sedan,1152.5
mazda-3-sedan-2006/1331,Mazda,3 Sedan Sedan,4,2006,2008,sedan,1235
mazda-3-sedan-2009/1332,Mazda,3 Sedan Sedan,4,2009,2010,sedan,1235
mazda-3-sedan-2011/1333,Mazda,3 Sedan Sedan,4,2011,2012,sedan,1215
mazda-3-sedan-2011/1333,Mazda,3 Sedan Sedan,4,2011,2013,sedan,1160
mazda-3-sedan-2013/3196,Mazda,3 Sedan Sedan,4,2013,2016,sedan,1285
mazda-3-sedan-2013/3196,Mazda,3 Sedan Sedan,4,2013,present,sedan,1285
mazda-3-sedan-2016/3853,Mazda,3 Sedan Sedan,4,2016,available,sedan,1222.5
mazda-3-sedan-2019/4250,Mazda,3 Sedan Sedan,4,2019,available,sedan,1262
mazda-3-sport-2003/1329,Mazda,3 Sport Hatchback,5,2003,2006,hatchback,1172.5
mazda-323-1979/1334,Mazda,323 Hatchback,3,1979,1980,hatchback,822.5
mazda-323-1979/1345,Mazda,323 Hatchback,5,1979,1980,hatchback,850
mazda-323-1980/1335,Mazda,323 Hatchback,3,1980,1982,hatchback,815
mazda-323-1980/1346,Mazda,323 Hatchback,5,1980,1982,hatchback,825
mazda-323-1981/1358,Mazda,323 Sedan,4,1981,1982,sedan,850
mazda-323-1982/1336,Mazda,323 Hatchback,3,1982,1985,hatchback,815
mazda-323-1982/1347,Mazda,323 Hatchback,5,1982,1985,hatchback,837.5
mazda-323-1985/1337,Mazda,323 Hatchback,3,1985,1987,hatchback,905
mazda-323-1985/1348,Mazda,323 Hatchback,5,1985,1987,hatchback,890
mazda-323-1985/1357,Mazda,323 Sedan,3,1985,1987,sedan,965
mazda-323-1985/1357,Mazda,323 Sedan,3,1986,1987,sedan,965
mazda-323-1985/1360,Mazda,323 Sedan,4,1985,1987,sedan,900
mazda-323-1987/1338,Mazda,323 Hatchback,3,1987,1989,hatchback,960
mazda-323-1987/1349,Mazda,323 Hatchback,5,1987,1989,hatchback,912.5
mazda-323-1987/1361,Mazda,323 Sedan,4,1987,1989,sedan,927.5
mazda-323-1989/1339,Mazda,323 Hatchback,3,1989,1991,hatchback,957.5
mazda-323-1989/1362,Mazda,323 Sedan,4,1989,1991,sedan,970
mazda-323-1991/1340,Mazda,323 Hatchback,3,1991,1992,hatchback,1077.5
mazda-323-1991/1363,Mazda,323 Sedan,4,1991,1994,sedan,1060
mazda-323-1994/1341,Mazda,323 Hatchback,3,1994,1997,hatchback,1047.5
mazda-323-1994/1364,Mazda,323 Sedan,4,1994,1997,sedan,1057.5
mazda-323-coupe-1997/1373,Mazda,323 Coupe Coupe,3,1997,1998,coupé,1080
mazda-323-estate-1979/1368,Mazda,323 Estate Wagon,5,1979,1981,stationwagon,890
mazda-323-estate-1982/1369,Mazda,323 Estate Wagon,5,1982,1985,stationwagon,920
mazda-323-estate-1986/1350,Mazda,323 Estate Hatchback,5,1986,1987,hatchback,980
mazda-323-estate-1986/1370,Mazda,323 Estate Wagon,5,1986,1987,stationwagon,940
mazda-323-estate-1987/1371,Mazda,323 Estate Wagon,5,1987,1990,stationwagon,965
mazda-323-estate-1990/1372,Mazda,323 Estate Wagon,5,1990,1994,stationwagon,980
mazda-323-f-1989/1351,Mazda,323 F Hatchback,5,1989,1991,hatchback,990
mazda-323-f-1991/1352,Mazda,323 F Hatchback,5,1991,1994,hatchback,1020
mazda-323-f-1991/1352,Mazda,323 F Hatchback,5,1991,1995,hatchback,990
mazda-323-f-1994/1353,Mazda,323 F Hatchback,5,1994,1997,hatchback,1135
mazda-323-f-1997/1354,Mazda,323 F Hatchback,5,1997,1998,hatchback,1115
mazda-323-fastbreak-1998/1355,Mazda,323 FastBreak Hatchback,5,1998,2001,hatchback,1165
mazda-323-fastbreak-2001/1356,Mazda,323 FastBreak Hatchback,5,2001,2003,hatchback,1115
mazda-323-p-1997/1342,Mazda,323 P Hatchback,3,1997,1998,hatchback,980
mazda-323-p-1998/1343,Mazda,323 P Hatchback,3,1998,2000,hatchback,980
mazda-323-sedan-1997/1365,Mazda,323 Sedan Sedan,4,1997,1998,sedan,1075
mazda-323-sedan-1998/1366,Mazda,323 Sedan Sedan,4,1998,2001,sedan,1107.5
mazda-323-sedan-2001/1367,Mazda,323 Sedan Sedan,4,2001,2002,sedan,1070
mazda-323-sedan-2001/1367,Mazda,323 Sedan Sedan,4,2001,2003,sedan,1050
mazda-5-2005/1374,Mazda,5 Mpv,5,2005,2008,mpv,1400
mazda-5-2008/1375,Mazda,5 Mpv,5,2008,2008,mpv,1510
mazda-5-2008/1375,Mazda,5 Mpv,5,2008,2010,mpv,1510
mazda-5-2010/1376,Mazda,5 Mpv,5,2010,2012,mpv,1390
mazda-5-2010/1376,Mazda,5 Mpv,5,2010,2015,mpv,1390
mazda-6-2002/1381,Mazda,6 Sedan,4,2002,2005,sedan,1350
mazda-6-2005/1382,Mazda,6 Sedan,4,2005,2007,sedan,1347.5
mazda-6-2007/1383,Mazda,6 Sedan,4,2007,2009,sedan,1335
mazda-6-2008/1377,Mazda,6 Hatchback,5,2008,2009,hatchback,1295
mazda-6-2008/1377,Mazda,6 Hatchback,5,2008,2010,hatchback,1310
mazda-6-2010/1378,Mazda,6 Hatchback,5,2010,2012,hatchback,1382.5
mazda-6-2010/1384,Mazda,6 Sedan,4,2010,2012,sedan,1270
mazda-6-2013/2997,Mazda,6 Sedan,4,2013,2013,sedan,1395
mazda-6-2013/2997,Mazda,6 Sedan,4,2013,2015,sedan,1275
mazda-6-2015/3335,Mazda,6 Sedan,4,2015,present,sedan,1395
mazda-6-2018/4251,Mazda,6 Sedan,4,2018,available,sedan,1509
mazda-6-2018/4251,Mazda,6 Sedan,4,2018,may 2019,sedan,1509
mazda-6-sport-2002/1379,Mazda,6 Sport Hatchback,5,2002,2005,hatchback,1370
mazda-6-sport-2005/1380,Mazda,6 Sport Hatchback,5,2005,2007,hatchback,1382.5
mazda-6-sportbreak-2002/1385,Mazda,6 SportBreak Wagon,5,2002,2005,stationwagon,1375
mazda-6-sportbreak-2005/1386,Mazda,6 SportBreak Wagon,5,2005,2007,stationwagon,1415
mazda-6-sportbreak-2008/1387,Mazda,6 SportBreak Wagon,5,2008,2009,stationwagon,1295
mazda-6-sportbreak-2008/1387,Mazda,6 SportBreak Wagon,5,2008,2010,stationwagon,1310
mazda-6-sportbreak-2010/1388,Mazda,6 SportBreak Wagon,5,2010,2012,stationwagon,1400
mazda-6-sportbreak-2012/2998,Mazda,6 SportBreak Wagon,5,2012,2013,stationwagon,1280
mazda-6-sportbreak-2012/2998,Mazda,6 SportBreak Wagon,5,2012,2015,stationwagon,1280
mazda-6-sportbreak-2015/3336,Mazda,6 SportBreak Wagon,5,2015,present,stationwagon,1405
mazda-6-sportbreak-2018/4252,Mazda,6 SportBreak Wagon,5,2018,available,stationwagon,1526
mazda-6-sportbreak-2018/4252,Mazda,6 SportBreak Wagon,5,2018,may 2019,stationwagon,1526
mazda-626-1980/1396,Mazda,626 Sedan,4,1980,1983,sedan,1035
mazda-626-1983/1389,Mazda,626 Hatchback,5,1983,1985,hatchback,1018
mazda-626-1983/1397,Mazda,626 Sedan,4,1983,1985,sedan,1015.5
mazda-626-1985/1390,Mazda,626 Hatchback,5,1985,1987,hatchback,1050
mazda-626-1985/1398,Mazda,626 Sedan,4,1985,1987,sedan,1042.5
mazda-626-1987/1391,Mazda,626 Hatchback,5,1987,1990,hatchback,1155
mazda-626-1987/1399,Mazda,626 Sedan,4,1987,1990,sedan,1150
mazda-626-1987/1399,Mazda,626 Sedan,4,1987,1992,sedan,1140
mazda-626-1991/1392,Mazda,626 Hatchback,5,1991,1994,hatchback,1205
mazda-626-1991/1392,Mazda,626 Hatchback,5,1991,1995,hatchback,1170
mazda-626-1991/1400,Mazda,626 Sedan,4,1991,1994,sedan,1175
mazda-626-1991/1400,Mazda,626 Sedan,4,1991,1995,sedan,1150
mazda-626-1995/1393,Mazda,626 Hatchback,5,1995,1997,hatchback,1270
mazda-626-1995/1393,Mazda,626 Hatchback,5,1995,1998,hatchback,1170
mazda-626-1995/1401,Mazda,626 Sedan,4,1995,1998,sedan,1140
mazda-626-1997/1394,Mazda,626 Hatchback,5,1997,1999,hatchback,1230
mazda-626-1997/1402,Mazda,626 Sedan,4,1997,1999,sedan,1145
mazda-626-1999/1395,Mazda,626 Hatchback,5,1999,2000,hatchback,1260
mazda-626-1999/1395,Mazda,626 Hatchback,5,1999,2002,hatchback,1165
mazda-626-1999/1403,Mazda,626 Sedan,4,1999,2000,sedan,1240
mazda-626-1999/1403,Mazda,626 Sedan,4,1999,2002,sedan,1145
mazda-626-coupe-1983/1408,Mazda,626 Coupe Coupe,2,1983,1985,coupé,970
mazda-626-coupe-1985/1409,Mazda,626 Coupe Coupe,2,1985,1987,coupé,1005
mazda-626-coupe-1987/1410,Mazda,626 Coupe Coupe,2,1987,1990,coupé,1090
mazda-626-hardtop-1980/1411,Mazda,626 Hardtop Coupe,2,1980,1983,coupé,1050
mazda-626-wagon-1988/1404,Mazda,626 Wagon Wagon,5,1988,1990,stationwagon,1190
mazda-626-wagon-1988/1404,Mazda,626 Wagon Wagon,5,1988,1992,stationwagon,1250
mazda-626-wagon-1992/1405,Mazda,626 Wagon Wagon,5,1992,1994,stationwagon,1305
mazda-626-wagon-1998/1406,Mazda,626 Wagon Wagon,5,1998,1999,stationwagon,1230
mazda-626-wagon-1999/1407,Mazda,626 Wagon Wagon,5,1999,2000,stationwagon,1335
mazda-626-wagon-1999/1407,Mazda,626 Wagon Wagon,5,1999,2002,stationwagon,1240
mazda-929-1982/3854,Mazda,929 Sedan,4,1982,1984,sedan,1137.5
mazda-929-1984/3855,Mazda,929 Sedan,4,1984,1987,sedan,1150
mazda-929-1987/3856,Mazda,929 Sedan,4,1987,1990,sedan,1317.5
mazda-929-coupe-1982/3857,Mazda,929 Coupe Sedan,4,1982,1984,sedan,1165
mazda-929-coupe-1984/3862,Mazda,929 Coupe Coupe,2,1984,1987,coupé,1210
mazda-929-estate-1982/3860,Mazda,929 Estate Wagon,5,1982,1984,stationwagon,1190
mazda-929-estate-1984/3861,Mazda,929 Estate Wagon,5,1984,1988,stationwagon,1195
mazda-929-legato-1980/3858,Mazda,929 Legato Sedan,4,1980,1982,sedan,1192.5
mazda-929-legato-combi-1980/3859,Mazda,929 Legato Combi Sedan,4,1980,1982,sedan,1192.5
mazda-cx-3-2015/3456,Mazda,CX-3 Suv,5,2015,present,suv/crossover,1175
mazda-cx-3-2018/4253,Mazda,CX-3 Suv,5,2018,available,suv/crossover,1211
mazda-cx-5-2012/1412,Mazda,CX-5 Suv,5,2012,2013,suv/crossover,1480
mazda-cx-5-2012/1412,Mazda,CX-5 Suv,5,2012,2015,suv/crossover,1540
mazda-cx-5-2015/3337,Mazda,CX-5 Suv,5,2015,present,suv/crossover,1462.5
mazda-cx-5-2017/3863,Mazda,CX-5 Suv,5,2017,available,suv/crossover,1350
mazda-cx-7-2007/1413,Mazda,CX-7 Suv,5,2007,2008,suv/crossover,1670
mazda-cx-7-2009/1414,Mazda,CX-7 Suv,5,2009,2010,suv/crossover,1775
mazda-cx-7-2009/1414,Mazda,CX-7 Suv,5,2009,2012,suv/crossover,1715
mazda-cx-9-2009/1415,Mazda,CX-9 Suv,5,2009,2010,suv/crossover,2040
mazda-demio-1998/1416,Mazda,Demio Mpv,5,1998,2000,mpv,925
mazda-demio-2000/1417,Mazda,Demio Mpv,5,2000,2001,mpv,930
mazda-demio-2000/1417,Mazda,Demio Mpv,5,2000,2003,mpv,930
mazda-mpv-1996/1418,Mazda,MPV Mpv,5,1996,1999,mpv,1610
mazda-mpv-1999/1419,Mazda,MPV Mpv,5,1999,2002,mpv,1500
mazda-mpv-2002/1420,Mazda,MPV Mpv,5,2002,2003,mpv,1555
mazda-mpv-2003/1421,Mazda,MPV Mpv,5,2003,2005,mpv,1575
mazda-mx-3-1991/1422,Mazda,MX-3 Coupe,3,1991,1994,coupé,1072.5
mazda-mx-5-1990/1423,Mazda,MX-5 Convertible,2,1990,1994,cabriolet,950
mazda-mx-5-1990/1423,Mazda,MX-5 Convertible,2,1995,1998,cabriolet,965
mazda-mx-5-1998/1424,Mazda,MX-5 Convertible,2,1998,2001,cabriolet,995
mazda-mx-5-2001/1425,Mazda,MX-5 Convertible,2,2001,2003,cabriolet,1010
mazda-mx-5-2001/1425,Mazda,MX-5 Convertible,2,2001,2004,cabriolet,1010
mazda-mx-5-2004/1426,Mazda,MX-5 Convertible,2,2004,2005,cabriolet,1010
mazda-mx-5-2005/1427,Mazda,MX-5 Convertible,2,2005,2009,cabriolet,1055
mazda-mx-5-2009/1428,Mazda,MX-5 Convertible,2,2009,2013,cabriolet,1002.5
mazda-mx-5-2013/2999,Mazda,MX-5 Convertible,2,2013,2015,cabriolet,1050
mazda-mx-5-2015/3457,Mazda,MX-5 Convertible,2,2015,present,cabriolet,970
mazda-mx-5-rf-2017/3864,Mazda,MX-5 RF Convertible,2,2017,available,cabriolet,990
mazda-mx-5-roadster-coupe-2006/1429,Mazda,MX-5 Roadster Coupe Convertible,2,2006,2009,cabriolet,1092
mazda-mx-5-roadster-coupe-2009/1430,Mazda,MX-5 Roadster Coupe Convertible,2,2009,2013,cabriolet,1085
mazda-mx-5-roadster-coupe-2013/3000,Mazda,MX-5 Roadster Coupe Convertible,2,2013,2015,cabriolet,1052.5
mazda-mx-6-1991/1431,Mazda,MX-6 Coupe,2,1991,1995,coupé,1152.5
mazda-premacy-1999/1432,Mazda,Premacy Mpv,5,1999,2000,mpv,1300
mazda-premacy-1999/1432,Mazda,Premacy Mpv,5,1999,2001,mpv,1210
mazda-premacy-2001/1433,Mazda,Premacy Mpv,5,2001,2004,mpv,1250
mazda-premacy-2001/1433,Mazda,Premacy Mpv,5,2001,2005,mpv,1355
mazda-rx-7-1981/1434,Mazda,RX-7 Coupe,3,1981,1987,coupé,1045
mazda-rx-7-1986/1435,Mazda,RX-7 Coupe,3,1986,1990,coupé,1210
