key,model,group,doors,from_year,to_year,type,weight
abarth-124-spider-2016/3560,Abarth,124 Spider Cabriolet,2,2016,available,cabriolet,1060
abarth-500-2008/1,Abarth,500 Hatchback,3,2008,2012,hatchback,905
abarth-500-2008/1,Abarth,500 Hatchback,3,2015,2015,hatchback,1035
abarth-500-2008/1,Abarth,500 Hatchback,3,2015,present,hatchback,1025
abarth-500-2008/1,Fiat,500 Hatchback,3,2008,2012,hatchback,905
abarth-500-2008/1,Fiat,500 Hatchback,3,2015,2015,hatchback,1035
abarth-500-2008/1,Fiat,500 Hatchback,3,2015,present,hatchback,1025
abarth-500c-2010/2,Abarth,500C Cabriolet,3,2010,2012,hatchback,1085
abarth-500c-2010/2,Abarth,500C Cabriolet,3,2015,present,hatchback,1063.3333333333333
abarth-595-2016/3561,Abarth,595 Hatchback,3,2016,available,hatchback,1030
abarth-595-cabrio-2016/3562,Abarth,595 Cabrio Cabriolet,3,2016,available,cabriolet,1060
abarth-695-2014/4115,Abarth,695 Hatchback,3,2014,june 2016,hatchback,997
abarth-695-2017/4118,Abarth,695 Hatchback,3,2017,march 2019,hatchback,1050
abarth-grande-punto-2008/3,Abarth,Grande Punto Hatchback,3,2008,2010,hatchback,1130
abarth-grande-punto-2008/3,Fiat,Grande Punto Hatchback,3,2008,2010,hatchback,1130
abarth-punto-evo-2010/4,Abarth,Punto Evo Hatchback,3,2010,2013,hatchback,1185
abarth-punto-evo-2010/4,Abarth,Punto Evo Hatchback,3,2012,2014,hatchback,1185
abarth-punto-evo-2010/4,Fiat,Punto Evo Hatchback,3,2010,2013,hatchback,1185
abarth-punto-evo-2010/4,Fiat,Punto Evo Hatchback,3,2012,2014,hatchback,1185
alfa-romeo-145-1994/5,Alfa Romeo,145 Hatchback,3,1994,1996,hatchback,1150
alfa-romeo-145-1994/5,Alfa Romeo,145 Hatchback,3,1994,1997,hatchback,1102
alfa-romeo-145-1999/6,Alfa Romeo,145 Hatchback,3,1999,2000,hatchback,1126.6666666666667
alfa-romeo-146-1995/7,Alfa Romeo,146 Hatchback,5,1995,1996,hatchback,1174
alfa-romeo-146-1995/7,Alfa Romeo,146 Hatchback,5,1995,1997,hatchback,1150
alfa-romeo-146-1999/8,Alfa Romeo,146 Hatchback,5,1999,2000,hatchback,1151.6666666666667
alfa-romeo-147-2000/9,Alfa Romeo,147 Hatchback,3,2000,2004,hatchback,1171.6666666666667
alfa-romeo-147-2001/12,Alfa Romeo,147 Hatchback,5,2001,2004,hatchback,1188.3333333333333
alfa-romeo-147-2005/10,Alfa Romeo,147 Hatchback,3,2005,2007,hatchback,1235
alfa-romeo-147-2005/13,Alfa Romeo,147 Hatchback,5,2005,2007,hatchback,1255
alfa-romeo-147-2007/11,Alfa Romeo,147 Hatchback,3,2007,2007,hatchback,1238.3333333333333
alfa-romeo-147-2007/14,Alfa Romeo,147 Hatchback,5,2007,2007,hatchback,1245
alfa-romeo-147-2007/14,Alfa Romeo,147 Hatchback,5,2007,2010,hatchback,1285
alfa-romeo-155-1992/15,Alfa Romeo,155 Sedan,4,1992,1995,sedan,1247.6666666666667
alfa-romeo-155-1995/16,Alfa Romeo,155 Sedan,4,1995,1996,sedan,1375.5
alfa-romeo-155-1995/16,Alfa Romeo,155 Sedan,4,1995,1997,sedan,1227
alfa-romeo-156-1997/17,Alfa Romeo,156 Sedan,4,1997,2000,sedan,1287.5
alfa-romeo-156-1997/17,Alfa Romeo,156 Sedan,4,1997,2002,sedan,1225
alfa-romeo-156-2002/18,Alfa Romeo,156 Sedan,4,2002,2003,sedan,1293.3333333333333
alfa-romeo-156-2003/19,Alfa Romeo,156 Sedan,4,2003,2005,sedan,1280
alfa-romeo-156-sportwagon-2000/20,Alfa Romeo,156 Sportwagon Stationwagon,5,2000,2000,stationwagon,1400
alfa-romeo-156-sportwagon-2000/20,Alfa Romeo,156 Sportwagon Stationwagon,5,2000,2001,stationwagon,1320
alfa-romeo-156-sportwagon-2000/20,Alfa Romeo,156 Sportwagon Stationwagon,5,2000,2002,stationwagon,1280
alfa-romeo-156-sportwagon-2002/21,Alfa Romeo,156 Sportwagon Stationwagon,5,2002,2003,stationwagon,1343.3333333333333
alfa-romeo-156-sportwagon-2003/22,Alfa Romeo,156 Sportwagon Stationwagon,5,2003,2005,stationwagon,1330
alfa-romeo-159-2005/24,Alfa Romeo,159 Sedan,4,2005,2008,sedan,1458.3333333333333
alfa-romeo-159-2008/25,Alfa Romeo,159 Sedan,4,2008,2009,sedan,1466.6666666666667
alfa-romeo-159-sportwagon-2006/26,Alfa Romeo,159 Sportwagon Stationwagon,5,2006,2007,stationwagon,1655
alfa-romeo-159-sportwagon-2006/26,Alfa Romeo,159 Sportwagon Stationwagon,5,2006,2008,stationwagon,1675
alfa-romeo-159-sportwagon-2008/27,Alfa Romeo,159 Sportwagon Stationwagon,5,2008,2009,stationwagon,1516.6666666666667
alfa-romeo-164-1988/28,Alfa Romeo,164 Sedan,4,1988,1989,sedan,1250
alfa-romeo-164-1988/28,Alfa Romeo,164 Sedan,4,1988,1993,sedan,1250
alfa-romeo-164-1993/29,Alfa Romeo,164 Sedan,4,1993,1993,sedan,1459
alfa-romeo-164-1993/29,Alfa Romeo,164 Sedan,4,1993,1994,sedan,1425
alfa-romeo-164-1993/29,Alfa Romeo,164 Sedan,4,1993,1997,sedan,1494
alfa-romeo-166-1998/30,Alfa Romeo,166 Sedan,4,1998,2001,sedan,1495
alfa-romeo-166-1998/30,Alfa Romeo,166 Sedan,4,1998,2002,sedan,1475
alfa-romeo-166-2003/31,Alfa Romeo,166 Sedan,4,2003,2007,sedan,1475
alfa-romeo-33-1983/32,Alfa Romeo,33 Hatchback,5,1983,1986,hatchback,890
alfa-romeo-33-1986/33,Alfa Romeo,33 Hatchback,5,1986,1988,hatchback,910
alfa-romeo-33-1986/33,Alfa Romeo,33 Hatchback,5,1986,1990,hatchback,910
alfa-romeo-33-1990/34,Alfa Romeo,33 Hatchback,5,1990,1992,hatchback,940
alfa-romeo-33-1990/34,Alfa Romeo,33 Hatchback,5,1990,1994,hatchback,970
alfa-romeo-33-giardinetta-1984/35,Alfa Romeo,33 Giardinetta Stationwagon,5,1984,1987,stationwagon,990
alfa-romeo-33-sportwagon-1988/36,Alfa Romeo,33 SportWagon Stationwagon,5,1988,1990,stationwagon,925
alfa-romeo-33-sportwagon-1991/37,Alfa Romeo,33 SportWagon Stationwagon,5,1991,1992,stationwagon,985
alfa-romeo-33-sportwagon-1991/37,Alfa Romeo,33 SportWagon Stationwagon,5,1991,1994,stationwagon,985
alfa-romeo-33-sportwagon-1991/37,Alfa Romeo,33 SportWagon Stationwagon,5,1992,1994,stationwagon,950
alfa-romeo-4c-spider-2015/3254,Alfa Romeo,4C Spider Cabriolet,2,2015,present,cabriolet,974
alfa-romeo-4c-spider-2015/3254,Alfa Romeo,4C Spider Cabriolet,2,2016,available,cabriolet,974
alfa-romeo-75-1985/38,Alfa Romeo,75 Sedan,4,1985,1987,sedan,1160
alfa-romeo-75-1985/38,Alfa Romeo,75 Sedan,4,1985,1989,sedan,1065
alfa-romeo-75-1985/38,Alfa Romeo,75 Sedan,4,1987,1989,sedan,1060
alfa-romeo-75-1985/38,Rover,75 Sedan,4,1985,1987,sedan,1160
alfa-romeo-75-1985/38,Rover,75 Sedan,4,1985,1989,sedan,1065
alfa-romeo-75-1985/38,Rover,75 Sedan,4,1987,1989,sedan,1060
alfa-romeo-75-1989/39,Alfa Romeo,75 Sedan,4,1989,1990,sedan,1166.6666666666667
alfa-romeo-75-1989/39,Alfa Romeo,75 Sedan,4,1990,1992,sedan,1090
alfa-romeo-75-1989/39,Rover,75 Sedan,4,1989,1990,sedan,1166.6666666666667
alfa-romeo-75-1989/39,Rover,75 Sedan,4,1990,1992,sedan,1090
alfa-romeo-90-1984/3685,Alfa Romeo,90 Sedan,4,1984,1987,sedan,1165
alfa-romeo-90-1984/3685,Alfa Romeo,90 Sedan,4,1984,1988,sedan,1130
alfa-romeo-90-1984/3685,Audi,90 Sedan,4,1984,1987,sedan,1165
alfa-romeo-90-1984/3685,Audi,90 Sedan,4,1984,1988,sedan,1130
alfa-romeo-90-1984/3685,Saab,90 Sedan,4,1984,1987,sedan,1165
alfa-romeo-90-1984/3685,Saab,90 Sedan,4,1984,1988,sedan,1130
alfa-romeo-alfa-6-1979/3686,Alfa Romeo,Alfa 6 Sedan,4,1979,1983,sedan,1470
alfa-romeo-alfa-6-1983/3687,Alfa Romeo,Alfa 6 Sedan,4,1983,1986,sedan,1470
alfa-romeo-alfasud-1980/3688,Alfa Romeo,Alfasud Hatchback,2,1980,1981,hatchback,885
alfa-romeo-alfasud-1980/3690,Alfa Romeo,Alfasud Hatchback,4,1980,1981,hatchback,870
alfa-romeo-alfasud-1980/3690,Alfa Romeo,Alfasud Hatchback,4,1980,1982,hatchback,870
alfa-romeo-alfasud-1981/3689,Alfa Romeo,Alfasud Hatchback,3,1981,1982,hatchback,875
alfa-romeo-alfasud-1982/3691,Alfa Romeo,Alfasud Hatchback,5,1982,1984,hatchback,895
alfa-romeo-alfetta-1973/3692,Alfa Romeo,Alfetta Sedan,4,1973,1981,sedan,1060
alfa-romeo-alfetta-1973/3692,Alfa Romeo,Alfetta Sedan,4,1977,1981,sedan,1140
alfa-romeo-alfetta-1973/3692,Alfa Romeo,Alfetta Sedan,4,1979,1981,sedan,1250
alfa-romeo-alfetta-1981/3693,Alfa Romeo,Alfetta Sedan,4,1981,1982,sedan,1120
alfa-romeo-alfetta-1981/3693,Alfa Romeo,Alfetta Sedan,4,1981,1983,sedan,1130
alfa-romeo-alfetta-1983/3694,Alfa Romeo,Alfetta Sedan,4,1983,1984,sedan,1100
alfa-romeo-alfetta-1983/3694,Alfa Romeo,Alfetta Sedan,4,1983,1985,sedan,1140
alfa-romeo-alfetta-gtv-1976/47,Alfa Romeo,Alfetta GTV Coupe,2,1976,1981,coupé,1080
alfa-romeo-brera-2006/40,Alfa Romeo,Brera Coupe,3,2006,2007,coupé,1575
alfa-romeo-brera-2006/40,Alfa Romeo,Brera Coupe,3,2006,2008,coupé,1605
alfa-romeo-brera-2008/41,Alfa Romeo,Brera Coupe,3,2008,2009,coupé,1600
alfa-romeo-brera-2008/41,Alfa Romeo,Brera Coupe,3,2008,2010,coupé,1617.5
alfa-romeo-crosswagon-2005/23,Alfa Romeo,Crosswagon Stationwagon,5,2005,2007,stationwagon,1505
alfa-romeo-giulia-2016/3695,Alfa Romeo,Giulia Sedan,4,2016,2017,sedan,1375
alfa-romeo-giulia-2016/3695,Alfa Romeo,Giulia Sedan,4,2016,available,sedan,1465
alfa-romeo-giulietta-1978/43,Alfa Romeo,Giulietta Sedan,4,1978,1981,sedan,1070
alfa-romeo-giulietta-1978/43,Alfa Romeo,Giulietta Sedan,4,1981,1983,sedan,1085
alfa-romeo-giulietta-1983/44,Alfa Romeo,Giulietta Sedan,4,1983,1985,sedan,1133.3333333333333
alfa-romeo-giulietta-2010/42,Alfa Romeo,Giulietta Hatchback,5,2010,2012,hatchback,1265
alfa-romeo-giulietta-2010/42,Alfa Romeo,Giulietta Hatchback,5,2010,2014,hatchback,1255
alfa-romeo-giulietta-2014/3134,Alfa Romeo,Giulietta Hatchback,5,2014,2015,hatchback,1300
alfa-romeo-giulietta-2016/3401,Alfa Romeo,Giulietta Hatchback,5,2016,present,hatchback,1275
alfa-romeo-gt-2004/45,Alfa Romeo,GT Coupe,3,2004,2007,coupé,1325
alfa-romeo-gt-2007/46,Alfa Romeo,GT Coupe,3,2007,2008,coupé,1265
alfa-romeo-gt-2007/46,Alfa Romeo,GT Coupe,3,2007,2009,coupé,1340
alfa-romeo-gt-2007/46,Alfa Romeo,GT Coupe,3,2007,2010,coupé,1340
alfa-romeo-gtv-1981/48,Alfa Romeo,GTV Coupe,2,1981,1986,coupé,1160
alfa-romeo-gtv-1995/49,Alfa Romeo,GTV Coupe,2,1995,1998,coupé,1318.6666666666667
alfa-romeo-gtv-1998/50,Alfa Romeo,GTV Coupe,2,1998,1999,coupé,1390
alfa-romeo-gtv-1998/50,Alfa Romeo,GTV Coupe,2,1998,2001,coupé,1357.5
alfa-romeo-gtv-2003/51,Alfa Romeo,GTV Coupe,2,2003,2005,coupé,1370
alfa-romeo-mito-2008/52,Alfa Romeo,Mito Hatchback,3,2008,2009,hatchback,1180
alfa-romeo-mito-2008/52,Alfa Romeo,Mito Hatchback,3,2008,2010,hatchback,1120
alfa-romeo-mito-2013/3135,Alfa Romeo,Mito Hatchback,3,2013,2015,hatchback,1125
alfa-romeo-mito-2013/3135,Alfa Romeo,Mito Hatchback,3,2013,present,hatchback,1145
alfa-romeo-mito-2016/3696,Alfa Romeo,Mito Hatchback,3,2016,available,hatchback,1131.6666666666667
alfa-romeo-spider-1971/53,Alfa Romeo,Spider Convertible,2,1971,1983,cabriolet,1040
alfa-romeo-spider-1983/54,Alfa Romeo,Spider Convertible,2,1983,1990,cabriolet,1040
alfa-romeo-spider-1990/55,Alfa Romeo,Spider Convertible,2,1990,1993,cabriolet,1120
alfa-romeo-spider-1995/56,Alfa Romeo,Spider Convertible,2,1995,1998,cabriolet,1314.6666666666667
alfa-romeo-spider-1998/57,Alfa Romeo,Spider Convertible,2,1998,1999,cabriolet,1345
alfa-romeo-spider-1998/57,Alfa Romeo,Spider Convertible,2,1998,2001,cabriolet,1335
alfa-romeo-spider-2003/58,Alfa Romeo,Spider Convertible,2,2003,2005,cabriolet,1380
alfa-romeo-spider-2003/58,Alfa Romeo,Spider Convertible,2,2003,2006,cabriolet,1412.5
alfa-romeo-spider-2006/59,Alfa Romeo,Spider Convertible,2,2006,2008,cabriolet,1611.6666666666667
alfa-romeo-spider-2008/60,Alfa Romeo,Spider Convertible,2,2008,2009,cabriolet,1600
alfa-romeo-spider-2008/60,Alfa Romeo,Spider Convertible,2,2008,2010,cabriolet,1660
alfa-romeo-sprint-1978/3697,Alfa Romeo,Sprint Coupe,2,1978,1983,coupé,915
alfa-romeo-sprint-1983/3698,Alfa Romeo,Sprint Coupe,2,1983,1984,coupé,NA
alfa-romeo-sprint-1983/3698,Alfa Romeo,Sprint Coupe,2,1983,1988,coupé,915
alfa-romeo-sprint-1983/3698,Alfa Romeo,Sprint Coupe,2,1988,1989,coupé,915
alfa-romeo-stelvio-2017/3699,Alfa Romeo,Stelvio Suv,5,2017,available,suv/crossover,1634.6666666666667
asia-motors-rocsta-1993/3025,Asia Motors,Rocsta Suv,3,1993,1999,suv/crossover,1343.3333333333333
aston-martin-cygnet-2011/61,Aston Martin,Cygnet Hatchback,3,2011,2013,hatchback,988
aston-martin-db11-coupe-2016/3563,Aston Martin,DB11 Coupe Coupe,2,2016,available,coupé,1770
aston-martin-db11-coupe-2016/3563,Aston Martin,DB11 Coupe Coupe,2,2017,available,coupe,1770
aston-martin-db11-volante-2018/4119,Aston Martin,DB11 Volante Convertible,2,2018,available,cabriolet,1870
aston-martin-db7-1994/62,Aston Martin,DB7 Coupe,2,1994,2001,coupé,1650
aston-martin-db7-1994/62,Aston Martin,DB7 Coupe,2,1999,2004,coupé,1780
aston-martin-db7-volante-1996/63,Aston Martin,DB7 Volante Convertible,2,1996,2001,cabriolet,1850
aston-martin-db7-volante-1996/63,Aston Martin,DB7 Volante Convertible,2,1999,2004,cabriolet,1875
aston-martin-db9-2004/64,Aston Martin,DB9 Coupe,2,2004,2008,coupé,1710
aston-martin-db9-2004/64,Aston Martin,DB9 Coupe,2,2008,2012,coupé,1760
aston-martin-db9-coupe-2012/3136,Aston Martin,DB9 Coupe Coupe,2,2012,present,coupé,1785
aston-martin-db9-volante-2004/65,Aston Martin,DB9 Volante Convertible,2,2004,2008,cabriolet,1830
aston-martin-db9-volante-2004/65,Aston Martin,DB9 Volante Convertible,2,2008,2012,cabriolet,1790
aston-martin-db9-volante-2012/3255,Aston Martin,DB9 Volante Convertible,2,2012,present,cabriolet,1780
aston-martin-dbs-2008/66,Aston Martin,DBS Coupe,2,2008,2012,coupé,1717.5
aston-martin-dbs-volante-2010/67,Aston Martin,DBS Volante Convertible,2,2010,2012,cabriolet,1730
aston-martin-rapide-2010/68,Aston Martin,Rapide Sedan,4,2010,present,sedan,1965
aston-martin-rapide-2010/68,Aston Martin,Rapide Sedan,4,2017,available,sedan,1990
aston-martin-v12-vanquish-2001/69,Aston Martin,V12 Vanquish Coupe,2,2001,2006,coupé,1780
aston-martin-v12-vanquish-2001/69,Aston Martin,V12 Vanquish Coupe,2,2005,2007,coupé,1850
aston-martin-v12-vantage-coupe-2010/3139,Aston Martin,V12 Vantage Coupe Coupe,2,2010,2013,coupé,1680
aston-martin-v12-vantage-coupe-2010/3139,Aston Martin,V12 Vantage Coupe Coupe,2,2013,present,coupé,1665
aston-martin-v12-vantage-roadster-2012/3257,Aston Martin,V12 Vantage Roadster Convertible,2,2012,2013,cabriolet,1720
aston-martin-v12-vantage-roadster-2012/3257,Aston Martin,V12 Vantage Roadster Convertible,2,2013,present,cabriolet,1695
aston-martin-v8-coupe-1997/3565,Aston Martin,V8 Coupe Coupe,2,1997,2001,coupé,1970
aston-martin-v8-vantage-2005/71,Aston Martin,V8 Vantage Coupe,2,2005,2008,coupé,1570
aston-martin-v8-vantage-2005/71,Aston Martin,V8 Vantage Coupe,2,2011,present,coupé,1630
aston-martin-v8-vantage-roadster-2007/72,Aston Martin,V8 Vantage Roadster Convertible,2,2007,2008,cabriolet,1710
aston-martin-v8-vantage-roadster-2007/72,Aston Martin,V8 Vantage Roadster Convertible,2,2011,present,cabriolet,1710
aston-martin-v8-volante-1997/3566,Aston Martin,V8 Volante Convertible,2,1997,2001,cabriolet,2000
aston-martin-vanquish-2012/3138,Aston Martin,Vanquish Coupe,2,2012,present,coupé,1785
aston-martin-vanquish-volante-2014/3256,Aston Martin,Vanquish Volante Convertible,2,2014,present,cabriolet,1844
aston-martin-vantage-2018/4120,Aston Martin,Vantage Coupe,2,2018,available,coupe,1530
aston-martin-virage-1989/3700,Aston Martin,Virage Coupe,2,1989,1996,coupé,1925
aston-martin-virage-2012/3701,Aston Martin,Virage Coupe,2,2012,2012,coupé,1785
aston-martin-virage-volante-2012/3702,Aston Martin,Virage Volante Convertible,2,2012,2012,cabriolet,1890
aston-martin-volante-1991/3703,Aston Martin,Volante Convertible,2,1991,1996,cabriolet,2000
audi-100-1976/75,Audi,100 Sedan,4,1976,1981,sedan,1110
audi-100-1976/75,Audi,100 Sedan,4,1981,1982,sedan,1110
audi-100-1982/76,Audi,100 Sedan,4,1982,1983,sedan,1223
audi-100-1988/77,Audi,100 Sedan,4,1988,1989,sedan,1283.6666666666667
audi-100-1991/78,Audi,100 Sedan,4,1991,1994,sedan,1449.3333333333333
audi-100-avant-1977/73,Audi,100 Avant Hatchback,5,1977,1982,hatchback,1170
audi-100-avant-1977/73,Audi,100 Avant Hatchback,5,1978,1982,hatchback,1190
audi-100-avant-1983/79,Audi,100 Avant Wagon,5,1983,1986,stationwagon,1238
audi-100-avant-1983/79,Audi,100 Avant Wagon,5,1983,1988,stationwagon,1230
audi-100-avant-1988/80,Audi,100 Avant Wagon,5,1988,1989,stationwagon,1324
audi-100-avant-1991/81,Audi,100 Avant Wagon,5,1991,1994,stationwagon,1458.6666666666667
audi-200-1980/3567,Audi,200 Sedan,4,1980,1982,sedan,1260
audi-200-1984/3568,Audi,200 Sedan,4,1984,1986,sedan,1327.6666666666667
audi-200-avant-1985/3569,Audi,200 Avant Wagon,5,1985,1986,stationwagon,1449
audi-200-avant-1985/3569,Audi,200 Avant Wagon,5,1989,1991,stationwagon,1505
audi-80-1978/82,Audi,80 Sedan,2,1978,1981,sedan,930
audi-80-1978/82,Audi,80 Sedan,2,1980,1981,sedan,980
audi-80-1978/85,Audi,80 Sedan,4,1978,1981,sedan,936.6666666666666
audi-80-1981/83,Audi,80 Sedan,2,1981,1982,sedan,950
audi-80-1981/83,Audi,80 Sedan,2,1981,1984,sedan,950
audi-80-1981/86,Audi,80 Sedan,4,1981,1982,sedan,965
audi-80-1981/86,Audi,80 Sedan,4,1981,1983,sedan,950
audi-80-1984/84,Audi,80 Sedan,2,1984,1985,sedan,886.5
audi-80-1984/87,Audi,80 Sedan,4,1984,1986,sedan,937.3333333333334
audi-80-1986/88,Audi,80 Sedan,4,1986,1988,sedan,1049
audi-80-1986/88,Audi,80 Sedan,4,1986,1989,sedan,1009
audi-80-1991/89,Audi,80 Sedan,4,1991,1995,sedan,1213.3333333333333
audi-80-avant-1992/90,Audi,80 Avant Wagon,5,1992,1995,stationwagon,1386
audi-90-1984/91,Alfa Romeo,90 Sedan,4,1984,1986,sedan,1088
audi-90-1984/91,Audi,90 Sedan,4,1984,1986,sedan,1088
audi-90-1984/91,Saab,90 Sedan,4,1984,1986,sedan,1088
audi-90-1987/92,Alfa Romeo,90 Sedan,4,1987,1991,sedan,1200.75
audi-90-1987/92,Alfa Romeo,90 Sedan,4,1990,1991,sedan,1200
audi-90-1987/92,Audi,90 Sedan,4,1987,1991,sedan,1200.75
audi-90-1987/92,Audi,90 Sedan,4,1990,1991,sedan,1200
audi-90-1987/92,Saab,90 Sedan,4,1987,1991,sedan,1200.75
audi-90-1987/92,Saab,90 Sedan,4,1990,1991,sedan,1200
audi-a1-2010/93,Audi,A1 Hatchback,3,2010,2015,hatchback,1035
audi-a1-2015/3258,Audi,A1 Hatchback,3,2015,present,hatchback,1075
audi-a1-sportback-2012/94,Audi,A1 Sportback Hatchback,5,2012,2015,hatchback,1128.3333333333333
audi-a1-sportback-2015/3261,Audi,A1 Sportback Hatchback,5,2015,present,hatchback,1103.3333333333333
audi-a1-sportback-2018/4121,Audi,A1 Sportback Hatchback,5,2018,july 2019,hatchback,1086.6666666666667
audi-a2-2000/95,Audi,A2 Mpv,5,2000,2003,mpv,945
audi-a2-2000/95,Audi,A2 Mpv,5,2000,2005,mpv,995
audi-a3-1996/96,Audi,A3 Hatchback,3,1996,2000,hatchback,1180
audi-a3-1999/106,Audi,A3 Hatchback,5,1999,2000,hatchback,1133.3333333333333
audi-a3-2000/107,Audi,A3 Hatchback,5,2000,2001,hatchback,1185
audi-a3-2000/107,Audi,A3 Hatchback,5,2000,2003,hatchback,1280
audi-a3-2000/97,Audi,A3 Hatchback,3,2000,2001,hatchback,1185
audi-a3-2000/97,Audi,A3 Hatchback,3,2000,2003,hatchback,1280
audi-a3-2003/98,Audi,A3 Hatchback,3,2003,2005,hatchback,1320
audi-a3-2005/99,Audi,A3 Hatchback,3,2005,2008,hatchback,1340
audi-a3-2008/100,Audi,A3 Hatchback,3,2008,2010,hatchback,1325
audi-a3-2008/100,Audi,A3 Hatchback,3,2008,2012,hatchback,1255
audi-a3-2012/101,Audi,A3 Hatchback,3,2012,2014,hatchback,1170
audi-a3-2016/3704,Audi,A3 Hatchback,3,2016,2017,hatchback,1180
audi-a3-2016/3704,Audi,A3 Hatchback,3,2016,available,hatchback,1135
audi-a3-cabriolet-2008/112,Audi,A3 Cabriolet Convertible,2,2008,2010,cabriolet,1475
audi-a3-cabriolet-2008/112,Audi,A3 Cabriolet Convertible,2,2008,2013,cabriolet,1495
audi-a3-cabriolet-2013/3714,Audi,A3 Cabriolet Convertible,2,2013,2016,cabriolet,1435
audi-a3-cabriolet-2016/3715,Audi,A3 Cabriolet Convertible,2,2016,2017,cabriolet,1400
audi-a3-cabriolet-2016/3715,Audi,A3 Cabriolet Convertible,2,2016,available,cabriolet,1340
audi-a3-limousine-2013/3710,Audi,A3 Limousine Sedan,4,2013,2014,sedan,1225
audi-a3-limousine-2013/3710,Audi,A3 Limousine Sedan,4,2013,2015,sedan,1315
audi-a3-limousine-2013/3710,Audi,A3 Limousine Sedan,4,2013,2016,sedan,1190
audi-a3-limousine-2016/3711,Audi,A3 Limousine Sedan,4,2016,2017,sedan,1230
audi-a3-limousine-2016/3711,Audi,A3 Limousine Sedan,4,2016,available,sedan,1265
audi-a3-sportback-2004/108,Audi,A3 Sportback Hatchback,5,2004,2008,hatchback,1360
audi-a3-sportback-2008/109,Audi,A3 Sportback Hatchback,5,2008,2010,hatchback,1395
audi-a3-sportback-2008/109,Audi,A3 Sportback Hatchback,5,2008,2013,hatchback,1295
audi-a3-sportback-2013/2977,Audi,A3 Sportback Hatchback,5,2013,2016,hatchback,1295
audi-a3-sportback-2013/2977,Audi,A3 Sportback Hatchback,5,2013,present,hatchback,1295
audi-a3-sportback-2016/3706,Audi,A3 Sportback Hatchback,5,2016,2017,hatchback,1220
audi-a3-sportback-2016/3706,Audi,A3 Sportback Hatchback,5,2016,available,hatchback,1155
audi-a4-1995/113,Audi,A4 Sedan,4,1995,1996,sedan,1275
audi-a4-1995/113,Audi,A4 Sedan,4,1995,1999,sedan,1242.5
audi-a4-1999/114,Audi,A4 Sedan,4,1999,2001,sedan,1348.3333333333333
audi-a4-2001/115,Audi,A4 Sedan,4,2001,2002,sedan,1470
audi-a4-2001/115,Audi,A4 Sedan,4,2001,2004,sedan,1350
audi-a4-2004/116,Audi,A4 Sedan,4,2004,2007,sedan,1373.3333333333333
audi-a4-2007/117,Audi,A4 Sedan,4,2007,2011,sedan,1630
audi-a4-2011/118,Audi,A4 Sedan,4,2011,2015,sedan,1420
audi-a4-2015/3402,Audi,A4 Sedan,4,2015,present,sedan,1526.6666666666667
audi-a4-2018/4124,Audi,A4 Sedan,4,2018,july 2019,sedan,1440
audi-a4-allroad-2009/147,Audi,A4 Allroad Wagon,5,2009,2011,stationwagon,1675
audi-a4-allroad-2012/126,Audi,A4 Allroad Wagon,5,2012,2013,stationwagon,1611.6666666666667
audi-a4-allroad-2016/3719,Audi,A4 Allroad Wagon,5,2016,available,stationwagon,1595
audi-a4-avant-1996/127,Audi,A4 Avant Wagon,5,1996,1999,stationwagon,1398.3333333333333
audi-a4-avant-1999/128,Audi,A4 Avant Wagon,5,1999,2001,stationwagon,1385
audi-a4-avant-2001/129,Audi,A4 Avant Wagon,5,2001,2003,stationwagon,1425
audi-a4-avant-2001/129,Audi,A4 Avant Wagon,5,2001,2004,stationwagon,1480
audi-a4-avant-2004/130,Audi,A4 Avant Wagon,5,2004,2006,stationwagon,1651.6666666666667
audi-a4-avant-2008/131,Audi,A4 Avant Wagon,5,2008,2011,stationwagon,1533.3333333333333
audi-a4-avant-2011/132,Audi,A4 Avant Wagon,5,2011,2015,stationwagon,1478.3333333333333
audi-a4-avant-2015/3720,Audi,A4 Avant Wagon,5,2015,2017,stationwagon,1515
audi-a4-avant-2015/3720,Audi,A4 Avant Wagon,5,2015,available,stationwagon,1670
audi-a4-avant-2018/4125,Audi,A4 Avant Wagon,5,2018,july 2019,stationwagon,1490
audi-a4-cabriolet-2002/142,Audi,A4 Cabriolet Convertible,2,2002,2005,cabriolet,1601.6666666666667
audi-a4-cabriolet-2005/143,Audi,A4 Cabriolet Convertible,2,2005,2008,cabriolet,1806.6666666666667
audi-a5-cabriolet-2009/158,Audi,A5 Cabriolet Convertible,2,2009,2011,cabriolet,1701.6666666666667
audi-a5-cabriolet-2011/159,Audi,A5 Cabriolet Convertible,2,2011,2015,cabriolet,1716.6666666666667
audi-a5-cabriolet-2017/3727,Audi,A5 Cabriolet Convertible,2,2017,available,cabriolet,1681.6666666666667
audi-a5-coupe-2007/152,Audi,A5 Coupe Coupe,2,2007,2011,coupé,1521.6666666666667
audi-a5-coupe-2011/153,Audi,A5 Coupe Coupe,2,2011,2014,coupé,1457.5
audi-a5-coupe-2011/153,Audi,A5 Coupe Coupe,2,2011,2015,coupé,1400
audi-a5-coupe-2016/3724,Audi,A5 Coupe Coupe,2,2016,2017,coupé,1475
audi-a5-coupe-2016/3724,Audi,A5 Coupe Coupe,2,2016,available,coupé,1450
audi-a5-sportback-2009/148,Audi,A5 Sportback Hatchback,5,2009,2011,hatchback,1535
