from_year,area.avg,to_year,model,group,weight
2014,8.46435,NA,BMW,4-serie Gran Coupe Hatchback,1560.15625
2017,8.468,NA,BMW,4-serie Gran Coupe Hatchback,1546.25
1981,7.859655652173913,1988,BMW,5-serie Sedan,1310.304347826087
1988,8.26472,1995,BMW,5-serie Sedan,1495.65625
1995,8.595522580645161,2000,BMW,5-serie Sedan,1539.1935483870968
2000,8.595522580645161,2003,BMW,5-serie Sedan,1603.225806451613
2003,8.937293625,2007,BMW,5-serie Sedan,1544.6875
2007,8.936486,2010,BMW,5-serie Sedan,1575.15625
2010,9.11214,2013,BMW,5-serie Sedan,1648.4375
2013,9.124869375,NA,BMW,5-serie Sedan,1722.5
2017,9.239130549999999,NA,BMW,5-serie Sedan,1643.75
2009,9.501198,2013,BMW,5-serie Gran Turismo Hatchback,1961.25
2013,9.512604,NA,BMW,5-serie Gran Turismo Hatchback,1987.1875
1992,8.26472,1997,BMW,5-serie Touring Wagon,1602.03125
1997,8.649,2000,BMW,5-serie Touring Wagon,1627.1739130434783
2000,8.649,2004,BMW,5-serie Touring Wagon,1672.5806451612902
2004,8.940178,2007,BMW,5-serie Touring Wagon,1670.15625
2007,8.940178,2010,BMW,5-serie Touring Wagon,1666.875
2010,9.12702,2011,BMW,5-serie Touring Wagon,1725.78125
2013,9.127194375,2017,BMW,5-serie Touring Wagon,1803.28125
2017,9.235823076923076,NA,BMW,5-serie Touring Wagon,1703.4615384615386
1982,8.2411875,1989,BMW,6-serie Coupe,1458.125
2004,8.94898375,2007,BMW,6-serie Coupe,1573.3333333333333
2007,8.951611666666667,2011,BMW,6-serie Coupe,1596.6666666666667
2004,8.94898375,2007,BMW,6-serie Cabrio Convertible,1779.5833333333333
2007,8.951611666666667,2011,BMW,6-serie Cabrio Convertible,1791.6666666666667
2011,9.271122235294117,2015,BMW,6-serie Cabrio Convertible,1900.8823529411766
2015,9.271702615384616,NA,BMW,6-serie Cabrio Convertible,1882.6923076923076
2011,9.271122235294117,2015,BMW,6-serie Coupe Coupe,1758.5294117647059
2015,9.271702615384616,NA,BMW,6-serie Coupe Coupe,1753.4615384615386
2012,9.485768076923076,2015,BMW,6-serie Gran Coupe Sedan,1817.6923076923076
2015,9.485768076923076,NA,BMW,6-serie Gran Coupe Sedan,1820.7692307692307
2017,9.683082,NA,BMW,6-serie GT Hatchback,1793.75
1980,8.748,1982,BMW,7-serie Sedan,1590
1982,8.748,1986,BMW,7-serie Sedan,1547.142857142857
1986,9.1325655,1994,BMW,7-serie Sedan,1712
1994,9.38610925,1998,BMW,7-serie Sedan,1809.375
1998,9.398373384615384,2001,BMW,7-serie Sedan,1843.4615384615386
2001,9.668711333333334,2005,BMW,7-serie Sedan,1898.3333333333333
2005,9.7006755,2008,BMW,7-serie Sedan,1901.875
2008,9.75512025,2012,BMW,7-serie Sedan,1934.21875
2012,9.76843425,2015,BMW,7-serie Sedan,1916.40625
2015,9.838412,NA,BMW,7-serie Sedan,1834.6666666666667
2019,9.887491058823528,NA,BMW,7-serie Sedan,1912.9411764705883
1989,8.833922222222222,1999,BMW,8-serie Coupe,1815
2019,9.21519,NA,BMW,8-serie Cabrio Convertible,1895
2018,9.21519,NA,BMW,8-serie Coupe Coupe,1775
2013,7.098225,NA,BMW,i3 Hatchback,1237.5
2017,6.667184333333333,NA,BMW,i3 Hatchback,1180
2014,9.106038,NA,BMW,i8 Coupe,1460
2018,9.106038,NA,BMW,i8 Coupe Coupe,1510
2018,9.106038,NA,BMW,i8 Roadster Coupe,1570
2009,8.008292,2012,BMW,X1 Suv,1521.5625
2012,8.049646,2015,BMW,X1 Suv,1519.53125
2015,7.613104363636363,NA,BMW,X1 Suv,1381.8181818181818
2019,8.097987,NA,BMW,X1 Suv,1507.857142857143
2018,7.95264,NA,BMW,X2 Suv,1502.5
2004,8.458945,2006,BMW,X3 Suv,1747.8846153846155
2006,8.466357,2010,BMW,X3 Suv,1732.1875
2010,8.742888,2014,BMW,X3 Suv,1703.90625
2014,8.759817,NA,BMW,X3 Suv,1697.03125
2017,8.9134098,NA,BMW,X3 Suv,1752.5
2014,8.786151,NA,BMW,X4 Suv,1751.8
2018,9.13568175,NA,BMW,X4 Suv,1780.625
2000,8.759110454545455,2003,BMW,X5 Suv,2039.090909090909
2003,8.752083437500001,2007,BMW,X5 Suv,2060.9375
2007,9.405098307692308,2010,BMW,X5 Suv,2065.3846153846152
2010,9.427304647058824,2013,BMW,X5 Suv,2093.529411764706
2013,9.47777728,NA,BMW,X5 Suv,2050.4
2018,9.863688,NA,BMW,X5 Suv,2175
2008,9.671091,2012,BMW,X6 Suv,2106.730769230769
2012,9.6708927,2014,BMW,X6 Suv,2109.5
2014,9.764001,NA,BMW,X6 Suv,2088.6666666666665
2019,10.302,NA,BMW,X7 Suv,2382.5
1989,6.62649,1991,BMW,Z1 Convertible,1250
1998,7.0035,2002,BMW,Z3 coupe Coupe,1353.3333333333333
1996,7.012996153846154,2003,BMW,Z3 roadster Convertible,1254.8076923076924
2006,7.2939074,2009,BMW,Z4 Coupe Coupe,1327
2003,7.286071,2006,BMW,Z4 roadster Convertible,1271.5625
2006,7.2885198749999995,2009,BMW,Z4 roadster Convertible,1271.5625
2009,7.58781,2013,BMW,Z4 roadster Convertible,1420.8620689655172
2013,7.58781,NA,BMW,Z4 roadster Convertible,1420
2019,8.059936,NA,BMW,Z4 roadster Convertible,1386.6666666666667
2000,8.052,2003,BMW,Z8 Convertible,1590
1991,9.8823115,1997,Buick,Park Avenue Sedan,1651.5
2013,8.402322315789473,NA,Cadillac,ATS Sedan,1584.1052631578948
2015,8.61413325,NA,Cadillac,ATS Coupe Coupe,1624.5
2006,8.19936,2009,Cadillac,BLS Sedan,1511.551724137931
2007,8.262432,2009,Cadillac,BLS Wagon Wagon,1572.65625
2017,9.74592,NA,Cadillac,CT6 Sedan,1879
2003,8.668873904761904,2007,Cadillac,CTS Sedan,1704.2380952380952
2007,8.954576000000001,2009,Cadillac,CTS Sedan,1824.2222222222222
2010,8.957032,NA,Cadillac,CTS Sedan,1906.6666666666667
2015,9.141033555555556,NA,Cadillac,CTS Sedan,1729.111111111111
2010,9.064762,NA,Cadillac,CTS Coupe Coupe,1862.4
2010,8.979136,NA,Cadillac,CTS Wagon Wagon,1985
1995,9.509,1997,Cadillac,Eldorado Coupe,1729
2005,10.124208,2006,Cadillac,Escalade Suv,2550
2006,10.343208,2009,Cadillac,Escalade Suv,2661.6666666666665
2010,10.325136,NA,Cadillac,Escalade Suv,2688
2015,11.207718,NA,Cadillac,Escalade Suv,2759
1995,9.54776,1998,Cadillac,Seville Sedan,1758.5
1998,9.4853955,2004,Cadillac,Seville Sedan,1829.5
2004,9.1278,2009,Cadillac,SRX Suv,2006.2
2010,9.48697,NA,Cadillac,SRX Suv,1995
2015,9.23294,2017,Cadillac,SRX Suv,2015
2005,9.187355,2009,Cadillac,STS Sedan,1826.375
2004,8.287704,2009,Cadillac,XLR Convertible,1654
2017,9.162945,NA,Cadillac,XT5 Suv,1931
2007,4.42,2010,Carver,One Coupe,643
1999,8.44076,2003,Chevrolet,Alero Sedan,1481
2006,7.3701,2010,Chevrolet,Aveo Sedan,1023.4285714285714
2008,6.5856,2011,Chevrolet,Aveo Hatchback,1022
2008,6.5856,2011,Chevrolet,Aveo Hatchback,1022
2011,7.007665,2014,Chevrolet,Aveo Hatchback,1078
2011,7.632265,2014,Chevrolet,Aveo Sedan,1081.8333333333333
1987,8.2881935,1997,Chevrolet,Beretta Coupe,1290.5
1995,8.39659,1997,Chevrolet,Blazer Suv,1950
1998,8.053304,2001,Chevrolet,Blazer Wagon Suv,1950
1998,7.746816,2001,Chevrolet,Blazer ZR2 Suv,1945
1998,9.236856,2002,Chevrolet,Camaro Convertible Convertible,1661
2011,9.272529,NA,Chevrolet,Camaro Convertible Convertible,1920
2018,9.075248,NA,Chevrolet,Camaro Convertible Convertible,1732.3333333333333
1998,9.236856,2002,Chevrolet,Camaro Coupe Coupe,1624.25
2011,9.272529,NA,Chevrolet,Camaro Coupe Coupe,1795
2018,9.075248,NA,Chevrolet,Camaro Coupe Coupe,1619
1991,10.636728,1994,Chevrolet,Caprice Sedan,1846
2006,8.57475,2011,Chevrolet,Captiva Suv,1783.4615384615386
2011,8.640377,2014,Chevrolet,Captiva Suv,1884.75
1987,8.088769714285714,1997,Chevrolet,Corsica Sedan,1273.2857142857142
1989,8.074047,1992,Chevrolet,Corsica Hatchback,1254
1993,8.14486,1997,Chevrolet,Corvette Convertible Convertible,1620
1998,8.531985,2004,Chevrolet,Corvette Convertible Convertible,1466
2010,8.318386666666667,2014,Chevrolet,Corvette Convertible Convertible,1480.6666666666667
2014,8.418387666666668,NA,Chevrolet,Corvette Convertible Convertible,1592.6666666666667
1993,8.14486,1997,Chevrolet,Corvette Coupe Coupe,1595
1997,8.531985,2004,Chevrolet,Corvette Coupe Coupe,1472
2010,8.3853165,2014,Chevrolet,Corvette Coupe Coupe,1467
2014,8.418387666666668,NA,Chevrolet,Corvette Coupe Coupe,1557
2009,8.219436,2014,Chevrolet,Cruze Sedan,1346.71875
2011,8.06388,2014,Chevrolet,Cruze Hatchback,1379.9166666666667
2012,8.411757,2014,Chevrolet,Cruze Stationwagon Wagon,1459.2142857142858
2006,8.69705,2010,Chevrolet,Epica Sedan,1505.8333333333333
2005,8.65755,2006,Chevrolet,Evanda Sedan,1426.3333333333333
2007,7.853625,2009,Chevrolet,HHR Mpv,1455
2005,6.4796,2008,Chevrolet,Kalos Hatchback,1019.375
2005,6.4796,2008,Chevrolet,Kalos Hatchback,1008
2005,7.07245,2006,Chevrolet,Kalos Sedan,1032
2005,7.408875,2010,Chevrolet,Lacetti Hatchback,1174.4444444444443
1990,9.036,1992,Chevrolet,Lumina Sedan,1410
1990,9.1728,1992,Chevrolet,Lumina Sedan,1435
1995,9.3932,1998,Chevrolet,Lumina Sedan,1510
1990,9.35636,1992,Chevrolet,Lumina APV Mpv,1709
2005,5.225025,2010,Chevrolet,Matiz Hatchback,777.1538461538462
2005,7.7625,2009,Chevrolet,Nubira Sedan,1175.4285714285713
2005,7.7625,2010,Chevrolet,Nubira Station Wagon Wagon,1249.7777777777778
2011,8.7225,2014,Chevrolet,Orlando Mpv,1586.6363636363637
2010,5.81308,2013,Chevrolet,Spark Hatchback,879.3846153846154
2013,5.81308,2014,Chevrolet,Spark Hatchback,833.75
2005,7.63425,2009,Chevrolet,Tacuma Mpv,1260.8333333333333
2000,10.447536,2006,Chevrolet,Tahoe Suv,2419
2001,9.321165,2006,Chevrolet,TrailBlazer Suv,2053
1997,9.445558,2006,Chevrolet,Trans Sport Mpv,1851.6666666666667
2013,7.544448,2014,Chevrolet,Trax Wagon,1357.9333333333334
2004,9.4282,2011,Chrysler,300C Sedan,1790.8333333333333
2004,9.418794625,2011,Chrysler,300C Touring Wagon,1852.5
1998,9.59808,2004,Chrysler,300M Sedan,1546.6666666666667
2003,7.166428,2008,Chrysler,Crossfire Coupe,1373.6
2004,7.166428,2008,Chrysler,Crossfire Roadster Convertible,1408
1992,8.03792,1993,Chrysler,Daytona Coupe,1337
1988,7.45902,1991,Chrysler,ES Hatchback,1182.6666666666667
1991,8.96334,1995,Chrysler,Grand Voyager Mpv,1698.5
1996,9.7344,2001,Chrysler,Grand Voyager Mpv,1866.6666666666667
2001,10.172718,2004,Chrysler,Grand Voyager Mpv,1956.388888888889
2004,10.176712,2008,Chrysler,Grand Voyager Mpv,1954.7222222222222
2008,10.049422,2011,Chrysler,Grand Voyager Mpv,2062.5
1988,7.9119,1991,Chrysler,GS Coupe,1355
1988,7.952616,1990,Chrysler,GTS Hatchback,1269
1988,8.2020336,1995,Chrysler,Le Baron Convertible Convertible,1379
1988,8.18865,1993,Chrysler,Le Baron Coupe Coupe,1352.5
1994,7.479896,1999,Chrysler,Neon Sedan,1092.142857142857
1999,7.51129,2003,Chrysler,Neon Sedan,1166.3636363636363
1995,9.961788,1997,Chrysler,New Yorker Sedan,1640
2000,7.4111650000000004,2006,Chrysler,PT Cruiser Mpv,1396.1
2006,7.306752,2010,Chrysler,PT Cruiser Mpv,1429.142857142857
2004,7.495424,2006,Chrysler,PT Cruiser Cabrio Convertible,1532
2006,7.495424,2010,Chrysler,PT Cruiser Cabrio Convertible,1532
1989,7.966062,1995,Chrysler,Saratoga Sedan,1356.6666666666667
2001,8.680448,2003,Chrysler,Sebring Sedan,1435
2003,8.680448,2007,Chrysler,Sebring Sedan,1451.25
2007,8.93855,2010,Chrysler,Sebring Sedan,1500
2001,8.675723,2003,Chrysler,Sebring Cabrio Convertible,1532.5
2003,8.675723,2007,Chrysler,Sebring Cabrio Convertible,1539
2007,9.08599,2011,Chrysler,Sebring Cabrio Convertible,1735
1995,8.647212,2001,Chrysler,Stratus Sedan,1392.5
1996,8.72556,2001,Chrysler,Stratus Convertible Convertible,1535
1993,8.7848,2000,Chrysler,Viper Convertible,1620
1993,8.7848,2000,Chrysler,Viper Convertible,1620
1997,8.7848,2002,Chrysler,Viper GTS Coupe,1620
1997,8.7848,2002,Chrysler,Viper GTS Coupe,1620
1993,9.67869,1998,Chrysler,Vision Sedan,1591
1988,8.232614,1991,Chrysler,Voyager Mpv,1503.3333333333333
1991,8.280038333333334,1995,Chrysler,Voyager Mpv,1653.2777777777778
1996,9.08736,2001,Chrysler,Voyager Mpv,1740.5882352941176
2001,9.591591,2004,Chrysler,Voyager Mpv,1885
2004,9.601576,2008,Chrysler,Voyager Mpv,1885
1980,5.6684,1987,Citroen,2CV Sedan,560
1987,5.45275,1991,Citroen,AX Hatchback,686.1428571428571
1988,5.4425,1991,Citroen,AX Hatchback,683.25
1991,5.481375,1996,Citroen,AX Hatchback,733.75
1991,5.481375,1996,Citroen,AX Hatchback,743.4545454545455
1985,5.74395,1989,Citroen,Axel Hatchback,830
1997,7.061652,2002,Citroen,Berlingo Mpv,1147.1818181818182
2002,7.132188,2009,Citroen,Berlingo Mpv,1219.6875
2008,7.9278,2012,Citroen,Berlingo Mpv,1403
2019,8.460144,NA,Citroen,Berlingo Mpv,1413.25
2012,7.9278,2015,Citroen,Berlingo Multispace Mpv,1411.6666666666667
2015,7.9278,NA,Citroen,Berlingo Multispace Mpv,1372.6363636363637
1983,7.0218,1986,Citroen,BX Hatchback,967.75
1986,7.1232,1989,Citroen,BX Hatchback,970.0869565217391
1989,7.1232,1993,Citroen,BX Hatchback,993.5
1985,7.30234,1986,Citroen,BX Break Wagon,993
1986,7.3773333333333335,1989,Citroen,BX Break Wagon,999.9166666666666
1989,7.318666666666667,1994,Citroen,BX Break Wagon,1051.3333333333333
2007,8.390676,2012,Citroen,C-Crosser Suv,1690.5555555555557
2010,5.133,NA,Citroen,C-Zero Hatchback,1110
2005,5.59905,2008,Citroen,C1 Hatchback,765
2005,5.59905,2008,Citroen,C1 Hatchback,812.5
2008,5.684925,2012,Citroen,C1 Hatchback,765
2008,5.684925,2012,Citroen,C1 Hatchback,785.5
2012,5.6072,2014,Citroen,C1 Hatchback,795
2012,5.6072,2014,Citroen,C1 Hatchback,808.75
2014,5.59759,NA,Citroen,C1 Hatchback,834
2014,5.34966,NA,Citroen,C1 Hatchback,794.2
2003,6.081894,2008,Citroen,C2 Hatchback,952.3333333333334
2008,6.081894,2010,Citroen,C2 Hatchback,997.75
2002,6.4295,2005,Citroen,C3 Hatchback,998.4
2005,6.4295,2010,Citroen,C3 Hatchback,1013.90625
2010,6.810048,2013,Citroen,C3 Hatchback,1035.5
2013,6.810048,NA,Citroen,C3 Hatchback,1011.625
2016,6.81256488,NA,Citroen,C3 Hatchback,NA
2017,6.419018181818182,NA,Citroen,C3 Aircross Suv,1090.6818181818182
2009,7.201748,2013,Citroen,C3 Picasso Mpv,1206.35
2013,7.242366,NA,Citroen,C3 Picasso Mpv,1212.25
2003,6.6878,2010,Citroen,C3 Pluriel Convertible,1156.5
2004,7.55363,2008,Citroen,C4 Hatchback,1234.59375
2008,7.55363,2010,Citroen,C4 Hatchback,1230.904761904762
2010,7.744581,2015,Citroen,C4 Hatchback,1208.75
2015,7.744581,NA,Citroen,C4 Hatchback,1219.3478260869565
2012,7.809459,2015,Citroen,C4 Aircross Suv,1325
2014,7.187453,NA,Citroen,C4 Cactus Hatchback,995.78125
2018,6.488714285714286,NA,Citroen,C4 Cactus Hatchback,988.3333333333334
2004,7.55363,2008,Citroen,C4 Coupe Coupe,1233.78125
2008,7.55363,2010,Citroen,C4 Coupe Coupe,1214.235294117647
2007,8.17563,2010,Citroen,C4 Picasso Mpv,1494.40625
2010,8.1801,2013,Citroen,C4 Picasso Mpv,1451.3636363636363
2013,8.085528,NA,Citroen,C4 Picasso Mpv,1279.09375
2016,8.085528,NA,Citroen,C4 Picasso Mpv,1306.5
2018,7.871125166666666,NA,Citroen,C4 SpaceTourer Mpv,1302.6666666666667
2001,8.1774,2004,Citroen,C5 Hatchback,1347.9259259259259
2004,8.4075,2008,Citroen,C5 Hatchback,1439.1875
2008,8.88894,2010,Citroen,C5 Sedan,1538.8125
2010,8.88894,NA,Citroen,C5 Sedan,1475.71875
2019,8.37,NA,Citroen,C5 Aircross Suv,1410.2941176470588
2001,8.4252,2004,Citroen,C5 Break Wagon,1404.1153846153845
2004,8.4252,2008,Citroen,C5 Break Wagon,1469.53125
2008,8.98194,2010,Citroen,C5 Tourer Wagon,1573.9375
2010,8.98194,NA,Citroen,C5 Tourer Wagon,1535.0625
2006,9.12888,2013,Citroen,C6 Sedan,1817.235294117647
2002,8.762004,2008,Citroen,C8 Mpv,1685.4545454545455
2008,8.762004,2013,Citroen,C8 Mpv,1692.4
1981,8.1655,1982,Citroen,CX Sedan,1345
1982,8.365806666666666,1985,Citroen,CX Sedan,1373.5
1985,8.38117125,1989,Citroen,CX Sedan,1367.6875
1981,8.666,1982,Citroen,CX Break Wagon,1470
1982,8.76504,1985,Citroen,CX Break Wagon,1396.7
1985,8.76504,1991,Citroen,CX Break Wagon,1493.6241134751774
2010,6.771709259259259,2014,Citroen,DS3 Hatchback,1040.3703703703704
2014,6.77082,2015,Citroen,DS3 Hatchback,1030.95
2013,6.77082,2014,Citroen,DS3 Cabrio Convertible,1064
2014,6.77082,2015,Citroen,DS3 Cabrio Convertible,1091.2222222222222
2011,7.73775,2015,Citroen,DS4 Hatchback,1280.8076923076924
2011,8.47563,2015,Citroen,DS5 Hatchback,1489.8125
1994,8.070648,1998,Citroen,Evasion Mpv,1503.7142857142858
1998,8.070648,2002,Citroen,Evasion Mpv,1524.0625
2006,8.385965,2010,Citroen,Grand C4 Picasso Mpv,1523.9375
2010,8.3997,2013,Citroen,Grand C4 Picasso Mpv,1459.84375
2013,8.394122,NA,Citroen,Grand C4 Picasso Mpv,1303.15625
2016,8.394122,NA,Citroen,Grand C4 Picasso Mpv,1333.2857142857142
2018,8.394122,NA,Citroen,Grand C4 SpaceTourer Mpv,1375.78125
1981,6.82107,1985,Citroen,GSA Hatchback,NA
1981,6.757656,1985,Citroen,GSA Break Wagon,NA
2012,10.543149999999999,2014,Citroen,Jumper Combi Minivan,2034
2014,10.608267647058824,NA,Citroen,Jumper Combi Minivan,2029.7058823529412
2012,9.41815,2012,Citroen,Jumpy Combi Lcv,1892.5
2017,9.679315862068966,NA,Citroen,Jumpy Combi Lcv,1606.2068965517242
2012,9.41815,NA,Citroen,Jumpy Multispace Lcv,1896
1982,5.27758,1984,Citroen,LNA Sedan,749
2009,6.793644,2013,Citroen,Nemo Multispace Mpv,1155
1996,5.954285555555555,1998,Citroen,Saxo Hatchback,841.3333333333334
1996,5.93021,1998,Citroen,Saxo Hatchback,847.8571428571429
1998,5.9456871428571425,1999,Citroen,Saxo Hatchback,821.5714285714286
1998,5.93021,1999,Citroen,Saxo Hatchback,835
1999,5.949561875,2003,Citroen,Saxo Hatchback,830.625
1999,5.93021,2002,Citroen,Saxo Hatchback,826.25
2017,9.853439999999999,NA,Citroen,SpaceTourer Lcv,1695.9545454545455
1981,5.7365,1988,Citroen,Visa Hatchback,802.0769230769231
1984,5.717875,1985,Citroen,Visa Decouvrable Convertible,910
1993,7.79922,1998,Citroen,Xantia Hatchback,1274.24
1998,7.93962,2001,Citroen,Xantia Hatchback,1303.423076923077
1995,8.1783,1998,Citroen,Xantia Break Wagon,1329
1998,8.26956,2001,Citroen,Xantia Break Wagon,1338.9565217391305
1989,8.446152,1994,Citroen,XM Hatchback,1376.1666666666667
1994,8.446152,1997,Citroen,XM Hatchback,1434
1997,8.446152,2000,Citroen,XM Hatchback,1487.6363636363637
1992,8.903622,1994,Citroen,XM Break Wagon,1454.625
1994,8.903622,1997,Citroen,XM Break Wagon,1493.5454545454545
1997,8.903622,2000,Citroen,XM Break Wagon,1526
1997,7.075566,2000,Citroen,Xsara Hatchback,1084.4583333333333
2000,7.14054,2003,Citroen,Xsara Hatchback,1141.8
2003,7.14054,2004,Citroen,Xsara Hatchback,1140.090909090909
1998,7.3863,2000,Citroen,Xsara Break Wagon,1127.3478260869565
2000,7.449145,2003,Citroen,Xsara Break Wagon,1187.3
2003,7.449145,2005,Citroen,Xsara Break Wagon,1186.6666666666667
1998,7.075566,2000,Citroen,Xsara Coupe Coupe,1074.5925925925926
2000,7.14054,2003,Citroen,Xsara Coupe Coupe,1150.75
2003,7.14054,2004,Citroen,Xsara Coupe Coupe,1143.8
2000,7.487276,2004,Citroen,Xsara Picasso Mpv,1251.7692307692307
2004,7.487276,2011,Citroen,Xsara Picasso Mpv,1261.6
1991,6.935163857142857,1994,Citroen,ZX Hatchback,1024.642857142857
1992,6.9409730000000005,1994,Citroen,ZX Hatchback,1020.6363636363636
1994,6.938751777777778,1996,Citroen,ZX Hatchback,1001.6666666666666
1994,6.928842,1996,Citroen,ZX Hatchback,1009.125
1996,6.9313787499999995,1997,Citroen,ZX Hatchback,1017.75
1996,6.919,1997,Citroen,ZX Hatchback,1022.625
1994,7.25052,1996,Citroen,ZX Break Wagon,1071.75
1996,7.25052,1998,Citroen,ZX Break Wagon,1066.6
2005,8.17814,2009,Corvette,C6 Convertible Convertible,1504.5
2004,8.263369800000001,2009,Corvette,C6 Coupe Coupe,1490.3
2013,7.639613,NA,Dacia,Dokker Mpv,1187.2631578947369
2010,7.86193,2014,Dacia,Duster Suv,1198.1612903225807
2014,7.857615,NA,Dacia,Duster Suv,1225.6818181818182
2018,7.831164,NA,Dacia,Duster Suv,1256.2
2012,7.875998,NA,Dacia,Lodgy Mpv,1189.90625
2005,7.395,2008,Dacia,Logan Sedan,992.8571428571429
2007,7.743,2008,Dacia,Logan MCV Wagon,1153.75
2008,7.78302,2013,Dacia,Logan MCV Wagon,1159
2013,7.735224,NA,Dacia,Logan MCV Wagon,1041.095238095238
2016,7.735224,NA,Dacia,Logan MCV Wagon,1078.7857142857142
2008,7.0237134545454545,2012,Dacia,Sandero Hatchback,1020.5454545454545
2012,7.047198894736842,NA,Dacia,Sandero Hatchback,982.5263157894736
2016,7.044237235294117,NA,Dacia,Sandero Hatchback,997.5294117647059
1995,7.92857,1997,Daewoo,Espero Sedan,1118.3333333333333
2003,8.65755,2004,Chevrolet,Evanda Sedan,1426.3333333333333
2002,6.4796,2004,Chevrolet,Kalos Hatchback,999.375
2004,7.07245,2004,Chevrolet,Kalos Sedan,1012.5
2004,7.408875,2004,Chevrolet,Lacetti Hatchback,1164.1666666666667
1997,6.836172,2001,Daewoo,Lanos Hatchback,1018.3333333333334
1997,6.836172,2001,Daewoo,Lanos Hatchback,1031
1997,7.109686,2001,Daewoo,Lanos Sedan,1043.5
2001,6.836172,2003,Daewoo,Lanos Hatchback,1016.6666666666666
2001,6.836172,2003,Daewoo,Lanos Hatchback,1026.6666666666667
2001,7.109686,2003,Daewoo,Lanos Sedan,1042
1997,8.309709,2003,Daewoo,Leganza Sedan,1342.2
1998,5.225025,2001,Chevrolet,Matiz Hatchback,751
2001,5.225025,2004,Chevrolet,Matiz Hatchback,765.6666666666666
1995,7.073472,1997,Daewoo,Nexia Hatchback,978.6666666666666
1995,7.073472,1997,Daewoo,Nexia Hatchback,1006
1995,7.449084,1997,Daewoo,Nexia Sedan,1036
1997,7.2216,1999,Daewoo,Nubira Hatchback,1163.3333333333333
1997,7.5939,1999,Chevrolet,Nubira Sedan,1180.6666666666667
1999,7.276,2003,Daewoo,Nubira Hatchback,1174.5
1999,7.6415,2003,Chevrolet,Nubira Sedan,1182.4
2003,7.7625,2004,Chevrolet,Nubira Sedan,1177
1997,7.6738,1999,Daewoo,Nubira Wagon Wagon,1226.5
1999,7.826,2003,Daewoo,Nubira Wagon Wagon,1241.6
2000,7.63425,2004,Chevrolet,Tacuma Mpv,1265.4444444444443
2004,7.63425,2004,Chevrolet,Tacuma Mpv,1267.75
1989,7.1546,1998,Daihatsu,Applause Hatchback,1010.2222222222222
1998,7.221,2001,Daihatsu,Applause Hatchback,980
1983,5.5025,1985,Daihatsu,Charade Hatchback,693
1983,5.5025,1985,Daihatsu,Charade Hatchback,702
1985,5.58,1987,Daihatsu,Charade Hatchback,712.375
1985,5.58,1987,Daihatsu,Charade Hatchback,720
1987,5.925684375,1994,Daihatsu,Charade Hatchback,799
1987,5.9432,1993,Daihatsu,Charade Hatchback,793
1992,6.451925,1994,Daihatsu,Charade Sedan,858.5
1993,6.075,1996,Daihatsu,Charade Hatchback,833
1993,6.075,1996,Daihatsu,Charade Hatchback,848
1996,6.1236,2001,Daihatsu,Charade Hatchback,826.5714285714286
1996,6.1236,2001,Daihatsu,Charade Hatchback,846.5714285714286
2011,6.415575,2012,Daihatsu,Charade Hatchback,1025
1980,6.2883,1982,Daihatsu,Charmant Hatchback,880
1982,6.804,1988,Daihatsu,Charmant Sedan,874
1980,6.2577,1982,Daihatsu,Charmant Combi Hatchback,920
2004,5.007625,2006,Daihatsu,Copen Convertible,830
2006,5.007625,2011,Daihatsu,Copen Convertible,850
1980,4.457025,1985,Daihatsu,Cuore Hatchback,572.6666666666666
1980,4.457025,1985,Daihatsu,Cuore Hatchback,580
1985,4.457025,1990,Daihatsu,Cuore Hatchback,600
1985,4.457025,1990,Daihatsu,Cuore Hatchback,615
1990,4.596525,1995,Daihatsu,Cuore Hatchback,640
1990,4.596525,1995,Daihatsu,Cuore Hatchback,660
1995,4.61745,1998,Daihatsu,Cuore Hatchback,641.1428571428571
1995,4.61745,1998,Daihatsu,Cuore Hatchback,648
1998,5.02975,2001,Daihatsu,Cuore Hatchback,700
1998,5.02975,2000,Daihatsu,Cuore Hatchback,720
2001,5.02975,2003,Daihatsu,Cuore Hatchback,700
2001,5.02975,2003,Daihatsu,Cuore Hatchback,720
2003,5.02975,2006,Daihatsu,Cuore Hatchback,721.875
2003,5.02975,2006,Daihatsu,Cuore Hatchback,742.5
2006,5.02975,2009,Daihatsu,Cuore Hatchback,721.6666666666666
2006,5.02975,2007,Daihatsu,Cuore Hatchback,742.5
2007,5.11825,2013,Daihatsu,Cuore Hatchback,743.5294117647059
